Field	Name	STD Offset	Rules	Format	Until	Comment	
Zone	America/North_Dakota/New_Salem	-6:00	US	C%sT			
Zone	America/North_Dakota/Beulah	-6:47:07	-	LMT	1883 Nov 18 19:00u		
Zone	America/North_Dakota/Beulah	-7:00	US	M%sT	2010 Nov  7  2:00		
Zone	America/North_Dakota/Beulah	-6:00	US	C%sT			
Zone	America/Denver	-6:59:56	-	LMT	1883 Nov 18 19:00u		
Zone	America/Denver	-7:00	US	M%sT	1920		
Zone	America/Denver	-7:00	Denver	M%sT	1942		
Zone	America/Denver	-7:00	US	M%sT	1946		
Zone	America/Denver	-7:00	Denver	M%sT	1967		
Zone	America/Denver	-7:00	US	M%sT			
Zone	America/Los_Angeles	-7:52:58	-	LMT	1883 Nov 18 20:00u		
Zone	America/Los_Angeles	-8:00	US	P%sT	1946		
Zone	America/Los_Angeles	-8:00	CA	P%sT	1967		
Zone	America/Los_Angeles	-8:00	US	P%sT			
Zone	America/Juneau	15:02:19	-	LMT	1867 Oct 19 15:33:32		
Zone	America/Juneau	-8:57:41	-	LMT	1900 Aug 20 12:00		
Zone	America/Juneau	-8:00	-	PST	1942		
Zone	America/Juneau	-8:00	US	P%sT	1946		
Zone	America/Juneau	-8:00	-	PST	1969		
Zone	America/Juneau	-8:00	US	P%sT	1980 Apr 27  2:00		
Zone	America/Juneau	-9:00	US	Y%sT	1980 Oct 26  2:00		
Zone	America/Juneau	-8:00	US	P%sT	1983 Oct 30  2:00		
Zone	America/Juneau	-9:00	US	Y%sT	1983 Nov 30		
Zone	America/Juneau	-9:00	US	AK%sT			
Zone	America/Sitka	14:58:47	-	LMT	1867 Oct 19 15:30		
Zone	America/Sitka	-9:01:13	-	LMT	1900 Aug 20 12:00		
Zone	America/Sitka	-8:00	-	PST	1942		
Zone	America/Sitka	-8:00	US	P%sT	1946		
Zone	America/Sitka	-8:00	-	PST	1969		
Zone	America/Sitka	-8:00	US	P%sT	1983 Oct 30  2:00		
Zone	America/Sitka	-9:00	US	Y%sT	1983 Nov 30		
Zone	America/Sitka	-9:00	US	AK%sT			
Zone	America/Metlakatla	15:13:42	-	LMT	1867 Oct 19 15:44:55		
Zone	America/Metlakatla	-8:46:18	-	LMT	1900 Aug 20 12:00		
Zone	America/Metlakatla	-8:00	-	PST	1942		
Zone	America/Metlakatla	-8:00	US	P%sT	1946		
Zone	America/Metlakatla	-8:00	-	PST	1969		
Zone	America/Metlakatla	-8:00	US	P%sT	1983 Oct 30  2:00		
Zone	America/Metlakatla	-8:00	-	PST	2015 Nov  1  2:00		
Zone	America/Metlakatla	-9:00	US	AK%sT	2018 Nov  4  2:00		
Zone	America/Metlakatla	-8:00	-	PST	2019 Jan 20  2:00		
Zone	America/Metlakatla	-9:00	US	AK%sT			
Zone	America/Yakutat	14:41:05	-	LMT	1867 Oct 19 15:12:18		
Zone	America/Yakutat	-9:18:55	-	LMT	1900 Aug 20 12:00		
Zone	America/Yakutat	-9:00	-	YST	1942		
Zone	America/Yakutat	-9:00	US	Y%sT	1946		
Zone	America/Yakutat	-9:00	-	YST	1969		
Zone	America/Yakutat	-9:00	US	Y%sT	1983 Nov 30		
Zone	America/Yakutat	-9:00	US	AK%sT			
Zone	America/Anchorage	14:00:24	-	LMT	1867 Oct 19 14:31:37		
Zone	America/Anchorage	-9:59:36	-	LMT	1900 Aug 20 12:00		
Zone	America/Anchorage	-10:00	-	AST	1942		
Zone	America/Anchorage	-10:00	US	A%sT	1967 Apr		
Zone	America/Anchorage	-10:00	-	AHST	1969		
Zone	America/Anchorage	-10:00	US	AH%sT	1983 Oct 30  2:00		
Zone	America/Anchorage	-9:00	US	Y%sT	1983 Nov 30		
Zone	America/Anchorage	-9:00	US	AK%sT			
Zone	America/Nome	12:58:22	-	LMT	1867 Oct 19 13:29:35		
Zone	America/Nome	-11:01:38	-	LMT	1900 Aug 20 12:00		
Zone	America/Nome	-11:00	-	NST	1942		
Zone	America/Nome	-11:00	US	N%sT	1946		
Zone	America/Nome	-11:00	-	NST	1967 Apr		
Zone	America/Nome	-11:00	-	BST	1969		
Zone	America/Nome	-11:00	US	B%sT	1983 Oct 30  2:00		
Zone	America/Nome	-9:00	US	Y%sT	1983 Nov 30		
Zone	America/Nome	-9:00	US	AK%sT			
Zone	America/Adak	12:13:22	-	LMT	1867 Oct 19 12:44:35		
Zone	America/Adak	-11:46:38	-	LMT	1900 Aug 20 12:00		
Zone	America/Adak	-11:00	-	NST	1942		
Zone	America/Adak	-11:00	US	N%sT	1946		
Zone	America/Adak	-11:00	-	NST	1967 Apr		
Zone	America/Adak	-11:00	-	BST	1969		
Zone	America/Adak	-11:00	US	B%sT	1983 Oct 30  2:00		
Zone	America/Adak	-10:00	US	AH%sT	1983 Nov 30		
Zone	America/Adak	-10:00	US	H%sT			
Zone	Pacific/Honolulu	-10:31:26	-	LMT	1896 Jan 13 12:00		
Zone	Pacific/Honolulu	#VALUE!	-	HST	1933 Apr 30  2:00		
Zone	Pacific/Honolulu	#VALUE!	1:00	HDT	1933 May 21 12:00		
Zone	Pacific/Honolulu	#VALUE!	US	H%sT	1947 Jun  8  2:00		
Zone	Pacific/Honolulu	-10:00	-	HST			
Zone	America/Phoenix	-7:28:18	-	LMT	1883 Nov 18 19:00u		
Zone	America/Phoenix	-7:00	US	M%sT	1944 Jan  1  0:01		
Zone	America/Phoenix	-7:00	-	MST	1944 Apr  1  0:01		
Zone	America/Phoenix	-7:00	US	M%sT	1944 Oct  1  0:01		
Zone	America/Phoenix	-7:00	-	MST	1967		
Zone	America/Phoenix	-7:00	US	M%sT	1968 Mar 21		
Zone	America/Phoenix	-7:00	-	MST			
Zone	America/Boise	-7:44:49	-	LMT	1883 Nov 18 20:00u		
Zone	America/Boise	-8:00	US	P%sT	1923 May 13  2:00		
Zone	America/Boise	-7:00	US	M%sT	1974		
Zone	America/Boise	-7:00	-	MST	1974 Feb  3  2:00		
Zone	America/Boise	-7:00	US	M%sT			
Zone	America/Indiana/Indianapolis	-5:44:38	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Indianapolis	-6:00	US	C%sT	1920		
Zone	America/Indiana/Indianapolis	-6:00	Indianapolis	C%sT	1942		
Zone	America/Indiana/Indianapolis	-6:00	US	C%sT	1946		
Zone	America/Indiana/Indianapolis	-6:00	Indianapolis	C%sT	1955 Apr 24  2:00		
Zone	America/Indiana/Indianapolis	-5:00	-	EST	1957 Sep 29  2:00		
Zone	America/Indiana/Indianapolis	-6:00	-	CST	1958 Apr 27  2:00		
Zone	America/Indiana/Indianapolis	-5:00	-	EST	1969		
Zone	America/Indiana/Indianapolis	-5:00	US	E%sT	1971		
Zone	America/Indiana/Indianapolis	-5:00	-	EST	2006		
Zone	America/Indiana/Indianapolis	-5:00	US	E%sT			
Zone	America/Indiana/Marengo	-5:45:23	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Marengo	-6:00	US	C%sT	1951		
Zone	America/Indiana/Marengo	-6:00	Marengo	C%sT	1961 Apr 30  2:00		
Zone	America/Indiana/Marengo	-5:00	-	EST	1969		
Zone	America/Indiana/Marengo	-5:00	US	E%sT	1974 Jan  6  2:00		
Zone	America/Indiana/Marengo	-6:00	1:00	CDT	1974 Oct 27  2:00		
Zone	America/Indiana/Marengo	-5:00	US	E%sT	1976		
Zone	America/Indiana/Marengo	-5:00	-	EST	2006		
Zone	America/Indiana/Marengo	-5:00	US	E%sT			
Zone	America/Indiana/Vincennes	-5:50:07	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Vincennes	-6:00	US	C%sT	1946		
Zone	America/Indiana/Vincennes	-6:00	Vincennes	C%sT	1964 Apr 26  2:00		
Zone	America/Indiana/Vincennes	-5:00	-	EST	1969		
Zone	America/Indiana/Vincennes	-5:00	US	E%sT	1971		
Zone	America/Indiana/Vincennes	-5:00	-	EST	2006 Apr  2  2:00		
Zone	America/Indiana/Vincennes	-6:00	US	C%sT	2007 Nov  4  2:00		
Zone	America/Indiana/Vincennes	-5:00	US	E%sT			
Zone	America/Indiana/Tell_City	-5:47:03	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Tell_City	-6:00	US	C%sT	1946		
Zone	America/Indiana/Tell_City	-6:00	Perry	C%sT	1964 Apr 26  2:00		
Zone	America/Indiana/Tell_City	-5:00	-	EST	1967 Oct 29  2:00		
Zone	America/Indiana/Tell_City	-6:00	US	C%sT	1969 Apr 27  2:00		
Zone	America/Indiana/Tell_City	-5:00	US	E%sT	1971		
Zone	America/Indiana/Tell_City	-5:00	-	EST	2006 Apr  2  2:00		
Zone	America/Indiana/Tell_City	-6:00	US	C%sT			
Zone	America/Indiana/Petersburg	-5:49:07	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Petersburg	-6:00	US	C%sT	1955		
Zone	America/Indiana/Petersburg	-6:00	Pike	C%sT	1965 Apr 25  2:00		
Zone	America/Indiana/Petersburg	-5:00	-	EST	1966 Oct 30  2:00		
Zone	America/Indiana/Petersburg	-6:00	US	C%sT	1977 Oct 30  2:00		
Zone	America/Indiana/Petersburg	-5:00	-	EST	2006 Apr  2  2:00		
Zone	America/Indiana/Petersburg	-6:00	US	C%sT	2007 Nov  4  2:00		
Zone	America/Indiana/Petersburg	-5:00	US	E%sT			
Zone	America/Indiana/Knox	-5:46:30	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Knox	-6:00	US	C%sT	1947		
Zone	America/Indiana/Knox	-6:00	Starke	C%sT	1962 Apr 29  2:00		
Zone	America/Indiana/Knox	-5:00	-	EST	1963 Oct 27  2:00		
Zone	America/Indiana/Knox	-6:00	US	C%sT	1991 Oct 27  2:00		
Zone	America/Indiana/Knox	-5:00	-	EST	2006 Apr  2  2:00		
Zone	America/Indiana/Knox	-6:00	US	C%sT			
Zone	America/Indiana/Winamac	-5:46:25	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Winamac	-6:00	US	C%sT	1946		
Zone	America/Indiana/Winamac	-6:00	Pulaski	C%sT	1961 Apr 30  2:00		
Zone	America/Indiana/Winamac	-5:00	-	EST	1969		
Zone	America/Indiana/Winamac	-5:00	US	E%sT	1971		
Zone	America/Indiana/Winamac	-5:00	-	EST	2006 Apr  2  2:00		
Zone	America/Indiana/Winamac	-6:00	US	C%sT	2007 Mar 11  2:00		
Zone	America/Indiana/Winamac	-5:00	US	E%sT			
Zone	America/Indiana/Vevay	-5:40:16	-	LMT	1883 Nov 18 18:00u		
Zone	America/Indiana/Vevay	-6:00	US	C%sT	1954 Apr 25  2:00		
Zone	America/Indiana/Vevay	-5:00	-	EST	1969		
Zone	America/Indiana/Vevay	-5:00	US	E%sT	1973		
Zone	America/Indiana/Vevay	-5:00	-	EST	2006		
Zone	America/Indiana/Vevay	-5:00	US	E%sT			
Zone	America/Kentucky/Louisville	-5:43:02	-	LMT	1883 Nov 18 18:00u		
Zone	America/Kentucky/Louisville	-6:00	US	C%sT	1921		
Zone	America/Kentucky/Louisville	-6:00	Louisville	C%sT	1942		
Zone	America/Kentucky/Louisville	-6:00	US	C%sT	1946		
Zone	America/Kentucky/Louisville	-6:00	Louisville	C%sT	1961 Jul 23  2:00		
Zone	America/Kentucky/Louisville	-5:00	-	EST	1968		
Zone	America/Kentucky/Louisville	-5:00	US	E%sT	1974 Jan  6  2:00		
Zone	America/Kentucky/Louisville	-6:00	1:00	CDT	1974 Oct 27  2:00		
Zone	America/Kentucky/Louisville	-5:00	US	E%sT			
Zone	America/Kentucky/Monticello	-5:39:24	-	LMT	1883 Nov 18 18:00u		
Zone	America/Kentucky/Monticello	-6:00	US	C%sT	1946		
Zone	America/Kentucky/Monticello	-6:00	-	CST	1968		
Zone	America/Kentucky/Monticello	-6:00	US	C%sT	2000 Oct 29  2:00		
Zone	America/Kentucky/Monticello	-5:00	US	E%sT			
Zone	America/Detroit	-5:32:11	-	LMT	1905		
Zone	America/Detroit	-6:00	-	CST	1915 May 15  2:00		
Zone	America/Detroit	-5:00	-	EST	1942		
Zone	America/Detroit	-5:00	US	E%sT	1946		
Zone	America/Detroit	-5:00	Detroit	E%sT	1967 Jun 14  0:01		
Zone	America/Detroit	-5:00	US	E%sT	1969		
Zone	America/Detroit	-5:00	-	EST	1973		
Zone	America/Detroit	-5:00	US	E%sT	1975		
Zone	America/Detroit	-5:00	-	EST	1975 Apr 27  2:00		
Zone	America/Detroit	-5:00	US	E%sT			
Zone	America/Menominee	-5:50:27	-	LMT	1885 Sep 18 12:00		
Zone	America/Menominee	-6:00	US	C%sT	1946		
Zone	America/Menominee	-6:00	Menominee	C%sT	1969 Apr 27  2:00		
Zone	America/Menominee	-5:00	-	EST	1973 Apr 29  2:00		
Zone	America/Menominee	-6:00	US	C%sT			
Zone	America/St_Johns	-3:30:52	-	LMT	1884		
Zone	America/St_Johns	-3:30:52	StJohns	N%sT	1918		
Zone	America/St_Johns	-3:30:52	Canada	N%sT	1919		
Zone	America/St_Johns	-3:30:52	StJohns	N%sT	1935 Mar 30		
Zone	America/St_Johns	#VALUE!	StJohns	N%sT	1942 May 11		
Zone	America/St_Johns	#VALUE!	Canada	N%sT	1946		
Zone	America/St_Johns	#VALUE!	StJohns	N%sT	2011 Nov		
Zone	America/St_Johns	#VALUE!	Canada	N%sT			
Zone	America/Goose_Bay	-4:01:40	-	LMT	1884	 Happy Valley-Goose Bay	
Zone	America/Goose_Bay	-3:30:52	-	NST	1918		
Zone	America/Goose_Bay	-3:30:52	Canada	N%sT	1919		
Zone	America/Goose_Bay	-3:30:52	-	NST	1935 Mar 30		
Zone	America/Goose_Bay	#VALUE!	-	NST	1936		
Zone	America/Goose_Bay	#VALUE!	StJohns	N%sT	1942 May 11		
Zone	America/Goose_Bay	#VALUE!	Canada	N%sT	1946		
Zone	America/Goose_Bay	#VALUE!	StJohns	N%sT	1966 Mar 15  2:00		
Zone	America/Goose_Bay	-4:00	StJohns	A%sT	2011 Nov		
Zone	America/Goose_Bay	-4:00	Canada	A%sT			
Zone	America/Halifax	-4:14:24	-	LMT	1902 Jun 15		
Zone	America/Halifax	-4:00	Halifax	A%sT	1918		
Zone	America/Halifax	-4:00	Canada	A%sT	1919		
Zone	America/Halifax	-4:00	Halifax	A%sT	1942 Feb  9  2:00s		
Zone	America/Halifax	-4:00	Canada	A%sT	1946		
Zone	America/Halifax	-4:00	Halifax	A%sT	1974		
Zone	America/Halifax	-4:00	Canada	A%sT			
Zone	America/Glace_Bay	-3:59:48	-	LMT	1902 Jun 15		
Zone	America/Glace_Bay	-4:00	Canada	A%sT	1953		
Zone	America/Glace_Bay	-4:00	Halifax	A%sT	1954		
Zone	America/Glace_Bay	-4:00	-	AST	1972		
Zone	America/Glace_Bay	-4:00	Halifax	A%sT	1974		
Zone	America/Glace_Bay	-4:00	Canada	A%sT			
Zone	America/Moncton	-4:19:08	-	LMT	1883 Dec  9		
Zone	America/Moncton	-5:00	-	EST	1902 Jun 15		
Zone	America/Moncton	-4:00	Canada	A%sT	1933		
Zone	America/Moncton	-4:00	Moncton	A%sT	1942		
Zone	America/Moncton	-4:00	Canada	A%sT	1946		
Zone	America/Moncton	-4:00	Moncton	A%sT	1973		
Zone	America/Moncton	-4:00	Canada	A%sT	1993		
Zone	America/Moncton	-4:00	Moncton	A%sT	2007		
Zone	America/Moncton	-4:00	Canada	A%sT			
Zone	America/Toronto	-5:17:32	-	LMT	1895		
Zone	America/Toronto	-5:00	Canada	E%sT	1919		
Zone	America/Toronto	-5:00	Toronto	E%sT	1942 Feb  9  2:00s		
Zone	America/Toronto	-5:00	Canada	E%sT	1946		
Zone	America/Toronto	-5:00	Toronto	E%sT	1974		
Zone	America/Toronto	-5:00	Canada	E%sT			
Zone	America/Winnipeg	-6:28:36	-	LMT	1887 Jul 16		
Zone	America/Winnipeg	-6:00	Winn	C%sT	2006		
Zone	America/Winnipeg	-6:00	Canada	C%sT			
Zone	America/Regina	-6:58:36	-	LMT	1905 Sep		
Zone	America/Regina	-7:00	Regina	M%sT	1960 Apr lastSun  2:00		
Zone	America/Regina	-6:00	-	CST			
Zone	America/Swift_Current	-7:11:20	-	LMT	1905 Sep		
Zone	America/Swift_Current	-7:00	Canada	M%sT	1946 Apr lastSun  2:00		
Zone	America/Swift_Current	-7:00	Regina	M%sT	1950		
Zone	America/Swift_Current	-7:00	Swift	M%sT	1972 Apr lastSun  2:00		
Zone	America/Swift_Current	-6:00	-	CST			
Zone	America/Edmonton	-7:33:52	-	LMT	1906 Sep		
Zone	America/Edmonton	-7:00	Edm	M%sT	1987		
Zone	America/Edmonton	-7:00	Canada	M%sT			
Zone	America/Vancouver	-8:12:28	-	LMT	1884		
Zone	America/Vancouver	-8:00	Vanc	P%sT	1987		
Zone	America/Vancouver	-8:00	Canada	P%sT			
Zone	America/Dawson_Creek	-8:00:56	-	LMT	1884		
Zone	America/Dawson_Creek	-8:00	Canada	P%sT	1947		
Zone	America/Dawson_Creek	-8:00	Vanc	P%sT	1972 Aug 30  2:00		
Zone	America/Dawson_Creek	-7:00	-	MST			
Zone	America/Fort_Nelson	-8:10:47	-	LMT	1884		
Zone	America/Fort_Nelson	-8:00	Vanc	P%sT	1946		
Zone	America/Fort_Nelson	-8:00	-	PST	1947		
Zone	America/Fort_Nelson	-8:00	Vanc	P%sT	1987		
Zone	America/Fort_Nelson	-8:00	Canada	P%sT	2015 Mar  8  2:00		
Zone	America/Fort_Nelson	-7:00	-	MST			
Zone	America/Iqaluit	0	-	0	1942 Aug 	 Frobisher Bay est.	
Zone	America/Iqaluit	-5:00	NT_YK	E%sT	1999 Oct 31  2:00		
Zone	America/Iqaluit	-6:00	Canada	C%sT	2000 Oct 29  2:00		
Zone	America/Iqaluit	-5:00	Canada	E%sT			
Zone	America/Resolute	0	-	0	1947 Aug 31 	 Resolute founded	
Zone	America/Resolute	-6:00	NT_YK	C%sT	2000 Oct 29  2:00		
Zone	America/Resolute	-5:00	-	EST	2001 Apr  1  3:00		
Zone	America/Resolute	-6:00	Canada	C%sT	2006 Oct 29  2:00		
Zone	America/Resolute	-5:00	-	EST	2007 Mar 11  3:00		
Zone	America/Resolute	-6:00	Canada	C%sT			
Zone	America/Rankin_Inlet	0	-	0	1957	 Rankin Inlet founded	
Zone	America/Rankin_Inlet	-6:00	NT_YK	C%sT	2000 Oct 29  2:00		
Zone	America/Rankin_Inlet	-5:00	-	EST	2001 Apr  1  3:00		
Zone	America/Rankin_Inlet	-6:00	Canada	C%sT			
Zone	America/Cambridge_Bay	0	-	0	1920	 trading post est.?	
Zone	America/Cambridge_Bay	-7:00	NT_YK	M%sT	1999 Oct 31  2:00		
Zone	America/Cambridge_Bay	-6:00	Canada	C%sT	2000 Oct 29  2:00		
Zone	America/Cambridge_Bay	-5:00	-	EST	2000 Nov  5  0:00		
Zone	America/Cambridge_Bay	-6:00	-	CST	2001 Apr  1  3:00		
Zone	America/Cambridge_Bay	-7:00	Canada	M%sT			
Zone	America/Inuvik	0	-	0	1953	 Inuvik founded	
Zone	America/Inuvik	-8:00	NT_YK	P%sT	1979 Apr lastSun  2:00		
Zone	America/Inuvik	-7:00	NT_YK	M%sT	1980		
Zone	America/Inuvik	-7:00	Canada	M%sT			
Zone	America/Whitehorse	-9:00:12	-	LMT	1900 Aug 20		
Zone	America/Whitehorse	-9:00	NT_YK	Y%sT	1965		
Zone	America/Whitehorse	-9:00	Yukon	Y%sT	1966 Feb 27  0:00		
Zone	America/Whitehorse	-8:00	-	PST	1980		
Zone	America/Whitehorse	-8:00	Canada	P%sT	2020 Nov  1		
Zone	America/Whitehorse	-7:00	-	MST			
Zone	America/Dawson	-9:17:40	-	LMT	1900 Aug 20		
Zone	America/Dawson	-9:00	NT_YK	Y%sT	1965		
Zone	America/Dawson	-9:00	Yukon	Y%sT	1973 Oct 28  0:00		
Zone	America/Dawson	-8:00	-	PST	1980		
Zone	America/Dawson	-8:00	Canada	P%sT	2020 Nov  1		
Zone	America/Dawson	-7:00	-	MST			
Zone	America/Cancun	-5:47:04	-	LMT	1922 Jan  1  6:00u		
Zone	America/Cancun	-6:00	-	CST	1981 Dec 26  2:00		
Zone	America/Cancun	-5:00	-	EST	1983 Jan  4  0:00		
Zone	America/Cancun	-6:00	Mexico	C%sT	1997 Oct 26  2:00		
Zone	America/Cancun	-5:00	Mexico	E%sT	1998 Aug  2  2:00		
Zone	America/Cancun	-6:00	Mexico	C%sT	2015 Feb  1  2:00		
Zone	America/Cancun	-5:00	-	EST			
Zone	America/Merida	-5:58:28	-	LMT	1922 Jan  1  6:00u		
Zone	America/Merida	-6:00	-	CST	1981 Dec 26  2:00		
Zone	America/Merida	-5:00	-	EST	1982 Nov  2  2:00		
Zone	America/Merida	-6:00	Mexico	C%sT			
Zone	America/Matamoros	-6:30:00	-	LMT	1922 Jan  1  6:00u		
Zone	America/Matamoros	-6:00	-	CST	1988		
Zone	America/Matamoros	-6:00	US	C%sT	1989		
Zone	America/Matamoros	-6:00	Mexico	C%sT	2010		
Zone	America/Matamoros	-6:00	US	C%sT			
Zone	America/Monterrey	-6:41:16	-	LMT	1922 Jan  1  6:00u		
Zone	America/Monterrey	-7:00	-	MST	1927 Jun 10		
Zone	America/Monterrey	-6:00	-	CST	1930 Nov 15		
Zone	America/Monterrey	-7:00	Mexico	M%sT	1932 Apr  1		
Zone	America/Monterrey	-6:00	-	CST	1988		
Zone	America/Monterrey	-6:00	US	C%sT	1989		
Zone	America/Monterrey	-6:00	Mexico	C%sT			
Zone	America/Mexico_City	-6:36:36	-	LMT	1922 Jan  1  7:00u		
Zone	America/Mexico_City	-7:00	-	MST	1927 Jun 10		
Zone	America/Mexico_City	-6:00	-	CST	1930 Nov 15		
Zone	America/Mexico_City	-7:00	Mexico	M%sT	1932 Apr  1		
Zone	America/Mexico_City	-6:00	Mexico	C%sT	2001 Sep 30  2:00		
Zone	America/Mexico_City	-6:00	-	CST	2002 Feb 20		
Zone	America/Mexico_City	-6:00	Mexico	C%sT			
Zone	America/Ciudad_Juarez	-7:05:56	-	LMT	1922 Jan  1  7:00u		
Zone	America/Ciudad_Juarez	-7:00	-	MST	1927 Jun 10		
Zone	America/Ciudad_Juarez	-6:00	-	CST	1930 Nov 15		
Zone	America/Ciudad_Juarez	-7:00	Mexico	M%sT	1932 Apr  1		
Zone	America/Ciudad_Juarez	-6:00	-	CST	1996		
Zone	America/Ciudad_Juarez	-6:00	Mexico	C%sT	1998		
Zone	America/Ciudad_Juarez	-6:00	-	CST	1998 Apr Sun>=1  3:00		
Zone	America/Ciudad_Juarez	-7:00	Mexico	M%sT	2010		
Zone	America/Ciudad_Juarez	-7:00	US	M%sT	2022 Oct 30  2:00		
Zone	America/Ciudad_Juarez	-6:00	-	CST	2022 Nov 30  0:00		
Zone	America/Ciudad_Juarez	-7:00	US	M%sT			
Zone	America/Ojinaga	-6:57:40	-	LMT	1922 Jan  1  7:00u		
Zone	America/Ojinaga	-7:00	-	MST	1927 Jun 10		
Zone	America/Ojinaga	-6:00	-	CST	1930 Nov 15		
Zone	America/Ojinaga	-7:00	Mexico	M%sT	1932 Apr  1		
Zone	America/Ojinaga	-6:00	-	CST	1996		
Zone	America/Ojinaga	-6:00	Mexico	C%sT	1998		
Zone	America/Ojinaga	-6:00	-	CST	1998 Apr Sun>=1  3:00		
Zone	America/Ojinaga	-7:00	Mexico	M%sT	2010		
Zone	America/Ojinaga	-7:00	US	M%sT	2022 Oct 30  2:00		
Zone	America/Ojinaga	-6:00	-	CST	2022 Nov 30  0:00		
Zone	America/Ojinaga	-6:00	US	C%sT			
Zone	America/Chihuahua	-7:04:20	-	LMT	1922 Jan  1  7:00u		
Zone	America/Chihuahua	-7:00	-	MST	1927 Jun 10		
Zone	America/Chihuahua	-6:00	-	CST	1930 Nov 15		
Zone	America/Chihuahua	-7:00	Mexico	M%sT	1932 Apr  1		
Zone	America/Chihuahua	-6:00	-	CST	1996		
Zone	America/Chihuahua	-6:00	Mexico	C%sT	1998		
Zone	America/Chihuahua	-6:00	-	CST	1998 Apr Sun>=1  3:00		
Zone	America/Chihuahua	-7:00	Mexico	M%sT	2022 Oct 30  2:00		
Zone	America/Chihuahua	-6:00	-	CST			
Zone	America/Hermosillo	-7:23:52	-	LMT	1922 Jan  1  7:00u		
Zone	America/Hermosillo	-7:00	-	MST	1927 Jun 10		
Zone	America/Hermosillo	-6:00	-	CST	1930 Nov 15		
Zone	America/Hermosillo	-7:00	Mexico	M%sT	1932 Apr  1		
Zone	America/Hermosillo	-6:00	-	CST	1942 Apr 24		
Zone	America/Hermosillo	-7:00	-	MST	1996		
Zone	America/Hermosillo	-7:00	Mexico	M%sT	1999		
Zone	America/Hermosillo	-7:00	-	MST			
